Date,ECMWF_Predicted_High
2025-08-21,22.15
2025-08-22,27.28
2025-08-23,24.3
2025-08-24,22.14
2025-08-25,23.99
2025-08-26,26.33
2025-08-27,22.3
2025-08-28,20.51
2025-08-29,17.68
2025-08-30,23.2
2025-08-31,24.95
2025-09-01,20.21
2025-09-02,22.45
2025-09-03,24.73
2025-09-04,24.98
2025-09-05,24.7
2025-09-06,24.35
2025-09-07,24.54
2025-09-08,23.02
2025-09-09,23.59
2025-09-10,20.55
2025-09-11,23.3
2025-09-12,22.72
2025-09-13,20.23
2025-09-14,23.12
2025-09-15,23.7
2025-09-16,25.0
2025-09-17,21.88
2025-09-18,25.2
2025-09-19,25.63
2025-09-20,26.69
2025-09-21,25.18
2025-09-22,18.82
2025-09-23,20.97
2025-09-24,15.27
2025-09-25,17.74
2025-09-26,12.95
2025-09-27,14.27
2025-09-28,19.49
2025-09-29,20.36
2025-09-30,19.22
2025-10-01,16.64
2025-10-02,15.96
2025-10-03,16.11
2025-10-04,16.71
2025-10-05,18.75
2025-10-06,18.1
2025-10-07,20.08
2025-10-08,19.37
2025-10-09,19.67
2025-10-10,20.9
2025-10-11,20.59
2025-10-12,18.77
2025-10-13,18.36
2025-10-14,16.75
2025-10-15,17.57
2025-10-16,16.56
2025-10-17,16.59
2025-10-18,16.89
2025-10-19,15.43
2025-10-20,11.79
2025-10-21,14.98
2025-10-22,16.08
2025-10-23,13.02
2025-10-24,16.32
2025-10-25,15.19
2025-10-26,16.99
2025-10-27,13.74
2025-10-28,17.13
2025-10-29,12.95
2025-10-30,17.61
2025-10-31,15.04
2025-11-01,15.12
2025-11-02,13.8
2025-11-03,16.42
2025-11-04,15.69
2025-11-05,15.28
2025-11-06,15.31
2025-11-07,13.97
2025-11-08,12.64
2025-11-09,12.47
2025-11-10,14.2
2025-11-11,14.63
2025-11-12,14.77
2025-11-13,13.18
2025-11-14,13.59
2025-11-15,13.0
2025-11-16,11.13
2025-11-17,13.84
2025-11-18,5.17
2025-11-19,7.32
2025-11-20,8.73
2025-11-21,3.71
2025-11-22,7.87
2025-11-23,6.23
2025-11-24,3.94
2025-11-25,7.98
2025-11-26,11.6
2025-11-27,3.24
2025-11-28,1.91
2025-11-29,9.71
2025-11-30,5.38
2025-12-01,5.95
2025-12-03,8.58
2025-12-04,8.63
2025-12-05,9.11
2025-12-06,10.63
2025-12-07,9.05
2025-12-08,11.58
2025-12-09,11.48
2025-12-10,11.3
2025-12-11,10.51
2025-12-12,11.32
2025-12-13,12.4
2025-12-14,12.02
2025-12-15,7.9
2025-12-16,5.6
2025-12-17,8.04
2025-12-18,9.95
2025-12-19,11.04
2025-12-20,8.87
2025-12-21,10.2
2025-12-22,9.04
2025-12-23,8.27
2025-12-24,6.4
2025-12-25,5.75
2025-12-26,7.25
2025-12-27,9.99
2025-12-28,11.38
2025-12-29,8.37
2025-12-30,6.21
2025-12-31,4.08
2026-01-01,4.39
2026-01-02,4.38
2026-01-03,7.45
2026-01-04,6.14
2026-01-05,3.46
2026-01-06,5.04
2026-01-07,3.6
2026-01-08,3.88
2026-01-09,3.64
2026-01-10,7.77
2026-01-11,7.87
2026-01-12,7.47
2026-01-13,8.59
2026-01-14,8.27
2026-01-15,8.08
2026-01-16,9.43
2026-01-17,7.23
2026-01-18,7.67
2026-01-19,5.1
2026-01-20,5.53
2026-01-21,6.85
2026-01-22,6.81
2026-01-23,4.18
2026-01-24,5.06
2026-01-25,6.82
2026-01-26,7.35
2026-01-27,8.02
2026-01-28,3.3
2026-01-29,9.59
2026-01-30,8.68
2026-01-31,8.53
2026-02-01,8.45
2026-02-02,5.26
2026-02-03,4.11
2026-02-04,5.22
2026-02-05,10.42
2026-02-06,11.96
2026-02-07,11.54
2026-02-08,10.91
2026-02-09,10.63
2026-02-10,7.29
2026-02-11,11.5
2026-02-12,9.4
2026-02-13,14.36
2026-02-14,8.11
2026-02-15,12.17
2026-02-16,8.97
2026-02-17,11.8
2026-02-18,11.53
2026-02-19,7.17
2026-02-20,15.3
2026-02-21,13.73
2026-02-22,13.57
2026-02-23,14.16
2026-02-24,19.3
2026-02-25,13.9
2026-02-26,15.37
2026-02-27,15.55
2026-02-28,14.07
2026-03-01,11.45
2026-03-02,11.56
2026-03-03,13.61
2026-03-04,14.5
2026-03-05,13.66
2026-03-06,14.89
2026-03-07,15.79
2026-03-08,15.61
2026-03-09,13.36
2026-03-10,10.34
2026-03-11,12.6
2026-03-12,15.34
2026-03-13,14.53
2026-03-14,8.62
2026-03-15,13.13
2026-03-16,17.73
2026-03-17,14.43
2026-03-18,13.13
2026-03-19,15.94
2026-03-20,13.81
2026-03-21,14.1
2026-03-22,11.36
2026-03-23,14.88
2026-03-24,16.04
2026-03-25,16.32
2026-03-26,10.53
2026-03-27,11.19
2026-03-28,15.76
2026-03-29,14.56
2026-03-30,15.81
2026-03-31,12.64
2026-04-01,14.85
2026-04-02,18.1
2026-04-03,20.37
2026-04-04,21.66
2026-04-05,22.6
2026-04-06,24.05
2026-04-07,23.7
2026-04-08,23.06
2026-04-09,20.44
2026-04-10,20.48
2026-04-11,20.51
2026-04-12,18.8
2026-04-13,14.6
2026-04-14,19.43
2026-04-15,19.91
2026-04-16,22.15
2026-04-17,21.17
2026-04-18,22.0
2026-04-19,20.89
2026-04-20,19.96
2026-04-21,18.19
2026-04-22,15.08
2026-04-23,19.73
2026-04-24,22.8
2026-04-25,23.04
2026-04-26,24.23
2026-04-27,24.63
2026-04-28,20.48
2026-04-29,21.68
2026-04-30,17.37
2026-05-01,19.01
2026-05-02,22.9
2026-05-03,23.47
2026-05-04,20.09
2026-05-05,13.15
2026-05-06,14.45
2026-05-07,18.99
2026-05-08,19.14
2026-05-09,21.69
2026-05-10,15.64
2026-05-11,17.74
